Primary ID		M7.p(ctr)[1]	M7.p(corr)[1]
1.69		-0.00172196	-0.0499689
1.67		0.00269495	0.121037
1.65		0.00464928	0.198088
1.63		0.00557829	0.278778
1.61		0.005227	0.323083
1.59		0.000587328	0.18802
1.57		0.00393134	0.45792
1.55		0.0207643	0.610295
1.53		0.00861034	0.411991
1.51		-7.84546e-06	-0.000685065
1.49		-0.00250925	-0.182189
1.47		0.00468051	0.136834
1.45		-0.0023382	-0.0919737
1.43		-0.00442457	-0.296192
1.41		-0.000972845	-0.133698
1.39		0.00111165	0.107354
1.37		-0.00350634	-0.238598
1.35		-0.00481745	-0.256887
1.33		-0.0336507	-0.335502
1.31		-0.0413409	-0.330797
1.29		-0.0143813	-0.234889
1.27		-0.0329994	-0.425471
1.25		-0.0370798	-0.430531
1.23		-0.0483218	-0.462203
1.21		-0.0247861	-0.469784
1.19		-0.0140902	-0.395541
1.17		-0.0335097	-0.282334
1.15		-0.00661866	-0.18209
1.13		-0.0130166	-0.344708
1.11		1.14236e-05	0.00374989
1.09		0.00108445	0.229074
1.07		0.00047886	0.130821
1.05		0.0491564	0.629023
1.03		0.0165313	0.497117
1.01		-0.00110925	-0.150215
0.99		-0.0013207	-0.0941679
0.97		-0.00210482	-0.121386
0.95		-0.00164145	-0.0622996
0.93		0.000574589	0.0284537
0.91		0.00159195	0.0829785
0.89		0.0331653	0.493309
0.87		0.00756434	0.203297
0.85		0.000715792	0.0686682
0.83		0.000256129	0.0649835
0.81		-0.000177174	-0.0786449
0.79		0.000159712	0.0958833
0.77		3.76389e-05	0.0295416
0.75		-0.000848017	-0.426564
0.73		0.000551109	0.224977
0.71		0.00150176	0.235683
0.69		0.000193661	0.189345
0.67		0.000497776	0.302413
0.65		1.83168e-05	0.0174679
0.63		-0.000156445	-0.54648
0.61		-0.000185052	-0.561447
0.59		-4.77742e-05	-0.267282
0.57		6.22251e-05	0.0817892
0.55		-4.71061e-05	-0.119402
0.53		7.20832e-06	0.00538662
0.51		9.05433e-06	0.325869
0.49		5.12424e-06	0.156685
0.47		-3.74803e-06	-0.167337
0.45		-1.47557e-06	-0.0811353
0.43		1.1162e-06	0.0637911
0.41		-7.06539e-07	-0.0348185
0.39		2.563e-06	0.107875
0.37		1.2407e-06	0.0730823
0.35		-4.16859e-06	-0.179057
0.33		-1.60659e-06	-0.11198
0.31		1.02156e-06	0.0477628
0.29		-8.12502e-07	-0.0612743
0.27		1.5869e-06	0.0630871
0.25		-7.19116e-07	-0.0654103
0.23		1.94015e-06	0.085119
0.21		1.29129e-06	0.133432
0.19		-6.32368e-07	-0.028969
0.17		2.8636e-07	0.0329595
0.15		-7.00995e-06	-0.0980739
0.13		-7.50906e-06	-0.107195
0.11		2.74032e-06	0.10587
0.09		-1.81764e-05	-0.128792
0.07		-7.9509e-06	-0.0690702
0.05		8.29389e-05	0.24192
0.03		5.64476e-05	0.123069
0.01		7.7364e-05	0.0863715
