Primary ID		M18.p(ctr)[1]	M18.p(corr)[1]
0.29		-8.24002e-08	-0.00158562
0.27		-7.23761e-06	-0.0862146
0.25		-2.70305e-06	-0.0660391
0.23		1.54767e-07	0.00182598
0.21		-6.86435e-06	-0.162361
0.19		6.66783e-06	0.0765656
0.17		-1.25296e-06	-0.0157517
0.15		-1.25697e-05	-0.0318466
0.13		-2.0182e-05	-0.0240046
0.11		-3.74483e-05	-0.0258338
0.09		3.53683e-05	0.0162993
0.07		-0.000123683	-0.0432405
0.05		-0.000353706	-0.0948971
0.03		-0.000252222	-0.0590057
0.01		-0.000219991	-0.0462413
